DATE,vwretd,vwretx,ewretd,ewretx,sprtrn,spindx,totval,totcnt,usdval,usdcnt,vwretd_cum,ewretd_cum,sprtrn_cum,RF,ret,rete,GS10,TB3MS,BAA,CPIAUCSL,UNRATE,VIXCLS,SP500
1991-04-30,0.003311,0.001186,0.031957,0.030546,0.000346,375.35,3452264390.0,6639.0,3442646450.0,6596.0,1.0942809656556878,1.0723748149026393,1.0621122845282598,0.0053,-0.001989,0.026657,8.04,5.65,9.94,135.1,6.7,18.24,375.34
1991-05-31,0.040737,0.037177,0.031368,0.029678,0.038577,389.83,3587705290.0,6655.0,3449913860.0,6593.0,1.1388586893536035,1.1060130680965055,1.1030853901285065,0.004699999999999999,0.036037,0.026668,8.07,5.46,9.86,135.6,6.9,15.93,389.83
1991-06-28,-0.044024,-0.046271,-0.031773,-0.033413,-0.047893,371.16,3448357820.0,6688.0,3586680010.0,6617.0,1.0887215744135004,1.0708717148838751,1.050255321539082,0.0022477966101694916,0.007391630508474577,0.007793915254237287,4.249547619047619,2.673714285714286,6.558309523809523,207.06204047619048,5.714761904761905,19.538904761904764,1699.3019047619048
1991-06-30,0.009028021428571429,0.007314245238095238,0.009667804761904762,0.008078440476190477,0.007639921428571428,1699.3015476190474,22077577365.45238,7464.109523809524,21868505437.97619,7407.7357142857145,7.676869417969179,11.743893880267732,4.8084474878663475,0.0022477966101694916,0.007391630508474577,0.007793915254237287,8.28,5.57,9.96,136.0,6.9,19.55,371.16
1991-07-31,0.046779,0.044984,0.03418,0.032928,0.044859,387.81,3610102520.0,6692.0,3444673510.0,6627.0,1.1396508809429895,1.107474110098606,1.0973687250080035,0.0049,0.041879,0.02928,8.27,5.58,9.89,136.2,6.8,15.18,387.81
1991-08-30,0.026807,0.023275,0.027503,0.025961,0.019649,395.43,3698731620.0,6711.0,3606836590.0,6650.0,1.1702015021084282,1.137932970548648,1.1189309230856859,0.0022477966101694916,0.007391630508474577,0.007793915254237287,4.249547619047619,2.673714285714286,6.558309523809523,207.06204047619048,5.714761904761905,19.538904761904764,1699.3019047619048
1991-08-31,0.009028021428571429,0.007314245238095238,0.009667804761904762,0.008078440476190477,0.007639921428571428,1699.3015476190474,22077577365.45238,7464.109523809524,21868505437.97619,7407.7357142857145,7.676869417969179,11.743893880267732,4.8084474878663475,0.0022477966101694916,0.007391630508474577,0.007793915254237287,7.9,5.33,9.65,136.6,6.9,14.46,395.43
1991-09-30,-0.010979,-0.013078,0.008131,0.006653,-0.019144,387.86,3675768000.0,6734.0,3690607550.0,6682.0,1.1573538598167799,1.1471855035321792,1.0975101094941335,0.0046,-0.015578999999999999,0.0035309999999999994,7.65,5.22,9.51,137.0,6.9,15.85,387.86
1991-10-31,0.017847,0.016248,0.024656,0.023469,0.01186,392.46,3743886820.0,6764.0,3673559370.0,6690.0,1.1780091541529298,1.1754705093072686,1.110526579392734,0.0042,0.013647,0.020456000000000002,7.53,4.99,9.49,137.2,7.0,15.48,392.45
1991-11-29,-0.037291,-0.040572,-0.023735,-0.025195,-0.043928,375.22,3598931380.0,6795.0,3740909500.0,6719.0,1.1340800147854129,1.1475707167688607,1.06174336781317,0.0022477966101694916,0.007391630508474577,0.007793915254237287,4.249547619047619,2.673714285714286,6.558309523809523,207.06204047619048,5.714761904761905,19.538904761904764,1699.3019047619048
1991-11-30,0.009028021428571429,0.007314245238095238,0.009667804761904762,0.008078440476190477,0.007639921428571428,1699.3015476190474,22077577365.45238,7464.109523809524,21868505437.97619,7407.7357142857145,7.676869417969179,11.743893880267732,4.8084474878663475,0.0022477966101694916,0.007391630508474577,0.007793915254237287,7.42,4.56,9.45,137.8,7.0,20.26,375.22
1991-12-31,0.106782,0.104147,0.035353,0.033415,0.111588,417.09,3998499680.0,6804.0,3594881090.0,6739.0,1.2551793469242287,1.18814078431879,1.180221186740706,0.0038,0.102982,0.031553000000000005,7.09,4.07,9.26,138.2,7.3,19.31,417.09
1992-01-31,-0.001164,-0.002591,0.14997,0.148971,-0.0199,408.79,3988867300.0,6815.0,3988703510.0,6758.0,1.253718318164409,1.366326257743079,1.156734785124566,0.0034000000000000002,-0.004564,0.14656999999999998,7.03,3.8,9.13,138.3,7.3,17.4,408.78
1992-02-28,0.013355,0.010308,0.052124,0.050807,0.009565,412.7,4035709580.0,6836.0,3981808210.0,6766.0,1.2704617263034945,1.4375446476016793,1.1677989533442825,0.0022477966101694916,0.007391630508474577,0.007793915254237287,4.249547619047619,2.673714285714286,6.558309523809523,207.06204047619048,5.714761904761905,19.538904761904764,1699.3019047619048
1992-02-29,0.009028021428571429,0.007314245238095238,0.009667804761904762,0.008078440476190477,0.007639921428571428,1699.3015476190474,22077577365.45238,7464.109523809524,21868505437.97619,7407.7357142857145,7.676869417969179,11.743893880267732,4.8084474878663475,0.0022477966101694916,0.007391630508474577,0.007793915254237287,7.34,3.84,9.23,138.6,7.4,16.68,412.7
1992-03-31,-0.023699,-0.02597,-0.014169,-0.015697,-0.021832,403.69,3976774290.0,6888.0,4031386180.0,6782.0,1.240353053851828,1.4171760774898112,1.1423035665948702,0.0034000000000000002,-0.027099,-0.017569,7.54,4.04,9.25,139.1,7.4,16.18,403.69
1992-04-30,0.013414,0.011872,-0.033262,-0.034313,0.027893,414.95,4019396190.0,6895.0,3964468850.0,6831.0,1.2569911497161963,1.370037966800345,1.174165839977901,0.0032,0.010214,-0.036462,7.48,3.75,9.21,139.4,7.4,15.53,414.95
1992-05-29,0.006407,0.003302,0.005678,0.004201,0.000964,415.35,4032636530.0,6890.0,4011046730.0,6827.0,1.265044692012428,1.3778170423758376,1.1752977358476395,0.0022477966101694916,0.007391630508474577,0.007793915254237287,4.249547619047619,2.673714285714286,6.558309523809523,207.06204047619048,5.714761904761905,19.538904761904764,1699.3019047619048
1992-05-31,0.009028021428571429,0.007314245238095238,0.009667804761904762,0.008078440476190477,0.007639921428571428,1699.3015476190474,22077577365.45238,7464.109523809524,21868505437.97619,7407.7357142857145,7.676869417969179,11.743893880267732,4.8084474878663475,0.0022477966101694916,0.007391630508474577,0.007793915254237287,7.39,3.63,9.13,139.7,7.6,13.86,415.35
1992-06-30,-0.019258,-0.021665,-0.039225,-0.040764,-0.017359,408.14,3979600440.0,6888.0,4025335950.0,6812.0,1.2406824613336527,1.3237721688886455,1.1548957424510604,0.0032,-0.022458000000000002,-0.042425000000000004,7.26,3.66,9.05,140.1,7.8,13.35,408.14
1992-07-31,0.0399,0.038369,0.027617,0.026541,0.039374,424.21,4134059610.0,6853.0,3973505140.0,6773.0,1.2901856915408654,1.3603307848768431,1.2003686074143285,0.0031,0.0368,0.024517,6.84,3.21,8.84,140.5,7.7,13.17,424.21
1992-08-31,-0.020819,-0.02397,-0.0239,-0.025211,-0.023998,414.03,4038127250.0,6847.0,4132059310.0,6792.0,1.2633253156286761,1.3278188791182866,1.1715621615735994,0.0026,-0.023419000000000002,-0.026500000000000003,6.59,3.13,8.65,140.8,7.6,13.58,414.03
1992-09-30,0.012461,0.010286,0.01105,0.009658,0.009106,417.8,4094397290.0,6857.0,4035746440.0,6808.0,1.279067612386725,1.3424912777325437,1.1822304066168887,0.0026,0.009861,0.008450000000000001,6.42,2.91,8.62,141.1,7.6,14.28,417.8
1992-10-30,0.010983,0.009546,0.016229,0.015221,0.002106,418.68,4138864660.0,6883.0,4090150110.0,6802.0,1.2931156119735685,1.3642785686788652,1.1847201838532238,0.0022477966101694916,0.007391630508474577,0.007793915254237287,4.249547619047619,2.673714285714286,6.558309523809523,207.06204047619048,5.714761904761905,19.538904761904764,1699.3019047619048
1992-10-31,0.009028021428571429,0.007314245238095238,0.009667804761904762,0.008078440476190477,0.007639921428571428,1699.3015476190474,22077577365.45238,7464.109523809524,21868505437.97619,7407.7357142857145,7.676869417969179,11.743893880267732,4.8084474878663475,0.0022477966101694916,0.007391630508474577,0.007793915254237287,6.59,2.86,8.84,141.7,7.3,16.15,418.68
1992-11-30,0.040181,0.036954,0.066683,0.065261,0.030262,431.35,4297797860.0,6911.0,4138163880.0,6853.0,1.3450742903782784,1.455252756474078,1.22057218605699,0.0023,0.037881,0.06438300000000001,6.87,3.13,8.96,142.1,7.4,13.01,431.35
1992-12-31,0.01774,0.015533,0.035676,0.033877,0.010108,435.71,4398072120.0,6963.0,4294977840.0,6873.0,1.368935908289589,1.5071703538140473,1.232909729713654,0.0028000000000000004,0.014939999999999998,0.032876,6.77,3.22,8.81,142.3,7.4,12.57,435.71
1993-01-29,0.012616,0.0113,0.06762,0.066832,0.007046,438.78,4453093540.0,6972.0,4395253030.0,6922.0,1.3862064037085706,1.6090852131389533,1.2415968116692164,0.0022477966101694916,0.007391630508474577,0.007793915254237287,4.249547619047619,2.673714285714286,6.558309523809523,207.06204047619048,5.714761904761905,19.538904761904764,1699.3019047619048
1993-01-31,0.009028021428571429,0.007314245238095238,0.009667804761904762,0.008078440476190477,0.007639921428571428,1699.3015476190474,22077577365.45238,7464.109523809524,21868505437.97619,7407.7357142857145,7.676869417969179,11.743893880267732,4.8084474878663475,0.0022477966101694916,0.007391630508474577,0.007793915254237287,6.6,3.0,8.67,142.8,7.3,12.42,438.78
1993-02-26,0.005425,0.002664,-0.007198,-0.008448,0.010484,443.38,4476976470.0,7018.0,4451172030.0,6942.0,1.3937265734486897,1.597503017774779,1.2546137126427563,0.0022477966101694916,0.007391630508474577,0.007793915254237287,4.249547619047619,2.673714285714286,6.558309523809523,207.06204047619048,5.714761904761905,19.538904761904764,1699.3019047619048
1993-02-28,0.009028021428571429,0.007314245238095238,0.009667804761904762,0.008078440476190477,0.007639921428571428,1699.3015476190474,22077577365.45238,7464.109523809524,21868505437.97619,7407.7357142857145,7.676869417969179,11.743893880267732,4.8084474878663475,0.0022477966101694916,0.007391630508474577,0.007793915254237287,6.26,2.93,8.39,143.1,7.1,13.16,443.38
1993-03-31,0.025089,0.022659,0.031462,0.029964,0.018697,451.67,4613854550.0,7075.0,4470014320.0,6975.0,1.4286937794499437,1.6477636577200094,1.278071225228038,0.0025,0.022589,0.028961999999999998,5.98,2.95,8.15,143.3,7.0,12.53,451.67
1993-04-30,-0.025391,-0.026714,-0.011112,-0.012115,-0.025417,440.19,4501739980.0,7120.0,4612924430.0,7044.0,1.3924178156959301,1.6294537079554248,1.245586488896417,0.0024,-0.027791,-0.013512,5.97,2.87,8.14,143.8,7.1,12.42,440.19
1993-05-28,0.029572,0.026539,0.038752,0.037422,0.022717,450.19,4632508620.0,7190.0,4500038210.0,7090.0,1.43359439534169,1.6925982980461132,1.273882477164677,0.0022477966101694916,0.007391630508474577,0.007793915254237287,4.249547619047619,2.673714285714286,6.558309523809523,207.06204047619048,5.714761904761905,19.538904761904764,1699.3019047619048
1993-05-31,0.009028021428571429,0.007314245238095238,0.009667804761904762,0.008078440476190477,0.007639921428571428,1699.3015476190474,22077577365.45238,7464.109523809524,21868505437.97619,7407.7357142857145,7.676869417969179,11.743893880267732,4.8084474878663475,0.0022477966101694916,0.007391630508474577,0.007793915254237287,6.04,2.96,8.21,144.2,7.1,13.47,450.19
1993-06-30,0.005434,0.003218,0.013419,0.011928,0.000755,450.53,4704253110.0,7272.0,4630296590.0,7156.0,1.4413845472859768,1.715311274607594,1.2748442584349364,0.0025,0.0029339999999999995,0.010919,5.96,3.07,8.07,144.3,7.0,11.26,450.53
1993-07-30,-0.000806,-0.002154,0.013717,0.01279,-0.005327,448.13,4702389240.0,7326.0,4702130690.0,7227.0,1.4402227913408643,1.7388401993613865,1.2680531630702536,0.0022477966101694916,0.007391630508474577,0.007793915254237287,4.249547619047619,2.673714285714286,6.558309523809523,207.06204047619048,5.714761904761905,19.538904761904764,1699.3019047619048
1993-07-31,0.009028021428571429,0.007314245238095238,0.009667804761904762,0.008078440476190477,0.007639921428571428,1699.3015476190474,22077577365.45238,7464.109523809524,21868505437.97619,7407.7357142857145,7.676869417969179,11.743893880267732,4.8084474878663475,0.0022477966101694916,0.007391630508474577,0.007793915254237287,5.81,3.04,7.93,144.5,6.9,11.73,448.13
1993-08-31,0.039496,0.036565,0.039705,0.038389,0.034432,463.56,4886912910.0,7389.0,4700306320.0,7291.0,1.497105830707663,1.8078808494770304,1.3117147695810887,0.0025,0.036996,0.037204999999999995,5.68,3.02,7.6,144.8,6.8,11.85,463.56
1993-09-30,0.000629,-0.001353,0.025533,0.024219,-0.009988,458.93,4912844620.0,7463.0,4881322430.0,7361.0,1.498047510275178,1.8540414712067275,1.2986133624625127,0.0026,-0.0019709999999999997,0.022933000000000002,5.36,2.95,7.34,145.0,6.7,12.99,458.93
1993-10-29,0.018051,0.01673,0.040511,0.039527,0.019393,467.83,5003908580.0,7539.0,4905678440.0,7433.0,1.5250887658831553,1.9291505452467832,1.3237973714007483,0.0022477966101694916,0.007391630508474577,0.007793915254237287,4.249547619047619,2.673714285714286,6.558309523809523,207.06204047619048,5.714761904761905,19.538904761904764,1699.3019047619048
1993-10-31,0.009028021428571429,0.007314245238095238,0.009667804761904762,0.008078440476190477,0.007639921428571428,1699.3015476190474,22077577365.45238,7464.109523809524,21868505437.97619,7407.7357142857145,7.676869417969179,11.743893880267732,4.8084474878663475,0.0022477966101694916,0.007391630508474577,0.007793915254237287,5.33,3.02,7.31,145.6,6.8,11.46,467.83
1993-11-30,-0.017601,-0.020476,-0.024478,-0.025779,-0.012911,461.79,4920046860.0,7646.0,4994677730.0,7510.0,1.498245678514846,1.8819287982002324,1.306705823538593,0.0025,-0.020100999999999997,-0.026978,5.72,3.1,7.66,146.0,6.6,13.76,461.79
1993-12-31,0.019554,0.017529,0.016199,0.014401,0.010091,466.45,5057719780.0,7757.0,4914695850.0,7602.0,1.5275423745125254,1.9124141628022782,1.319891792003921,0.0023,0.017254,0.013899000000000002,5.77,3.06,7.69,146.3,6.5,11.66,466.45
1994-01-31,0.031459,0.03007,0.049137,0.048257,0.032501,481.61,5219559100.0,7801.0,5047923220.0,7718.0,1.5755973300723147,2.0063844575198937,1.3627895951358404,0.0025,0.028959000000000002,0.046637,5.75,2.98,7.65,146.3,6.6,10.63,481.61
1994-02-28,-0.024207,-0.02676,-0.010005,-0.011173,-0.030045,467.14,5098248280.0,7858.0,5209980140.0,7760.0,1.5374568455032542,1.986310581022407,1.3218445817499842,0.0021,-0.026307,-0.012105,5.97,3.25,7.76,146.7,6.6,14.87,467.14
1994-03-31,-0.045795,-0.047882,-0.045992,-0.047478,-0.045746,445.77,4876969200.0,7939.0,5092919590.0,7829.0,1.4670490092634327,1.8949561847800245,1.2613754795132495,0.0027,-0.048495,-0.048692,6.48,3.5,8.13,147.1,6.5,20.45,445.77
1994-04-29,0.009494,0.008044,-0.011743,-0.012842,0.011531,450.91,4918538330.0,7973.0,4870531970.0,7895.0,1.4809771725573797,1.8727037143021528,1.2759204001675166,0.0022477966101694916,0.007391630508474577,0.007793915254237287,4.249547619047619,2.673714285714286,6.558309523809523,207.06204047619048,5.714761904761905,19.538904761904764,1699.3019047619048
1994-04-30,0.009028021428571429,0.007314245238095238,0.009667804761904762,0.008078440476190477,0.007639921428571428,1699.3015476190474,22077577365.45238,7464.109523809524,21868505437.97619,7407.7357142857145,7.676869417969179,11.743893880267732,4.8084474878663475,0.0022477966101694916,0.007391630508474577,0.007793915254237287,6.97,3.68,8.52,147.2,6.4,13.77,450.91
1994-05-31,0.009352,0.006361,-0.000866,-0.002322,0.012419,456.51,4964878860.0,8032.0,4916764670.0,7930.0,1.4948272710751365,1.8710819528855671,1.291766055617197,0.0032,0.0061519999999999995,-0.004066,7.18,4.14,8.62,147.5,6.1,13.03,456.5
1994-06-30,-0.02788,-0.030055,-0.028182,-0.029647,-0.026812,444.27,4839338100.0,8086.0,4959853220.0,7988.0,1.4531514867575617,1.818351121289346,1.257131224133989,0.0031,-0.030979999999999997,-0.031282,7.1,4.14,8.65,147.9,6.1,14.97,444.27
1994-07-29,0.030657,0.029283,0.01577,0.014747,0.031467,458.25,4986536410.0,8115.0,4830371030.0,8050.0,1.4977007518870882,1.847026518472079,1.296689372363813,0.0022477966101694916,0.007391630508474577,0.007793915254237287,4.249547619047619,2.673714285714286,6.558309523809523,207.06204047619048,5.714761904761905,19.538904761904764,1699.3019047619048
1994-07-31,0.009028021428571429,0.007314245238095238,0.009667804761904762,0.008078440476190477,0.007639921428571428,1699.3015476190474,22077577365.45238,7464.109523809524,21868505437.97619,7407.7357142857145,7.676869417969179,11.743893880267732,4.8084474878663475,0.0022477966101694916,0.007391630508474577,0.007793915254237287,7.3,4.33,8.8,148.4,6.1,11.13,458.26
1994-08-31,0.042629,0.039724,0.036756,0.035159,0.037643,475.5,5182784540.0,8133.0,4974630280.0,8059.0,1.561546237239283,1.914915825185039,1.3455006504077043,0.0037,0.038929,0.033055999999999995,7.24,4.48,8.74,149.0,6.0,11.97,475.49
1994-09-30,-0.018338,-0.020352,0.004862,0.003459,-0.026898,462.71,5091283690.0,8139.0,5161430030.0,8082.0,1.532910602340789,1.9242261459270884,1.309309373913038,0.0037,-0.022038000000000002,0.0011619999999999998,7.46,4.62,8.98,149.3,5.9,14.28,462.71
1994-10-31,0.014521,0.013,-0.003304,-0.004354,0.020834,472.35,5149758850.0,8172.0,5073874960.0,8088.0,1.5551699971973796,1.9178685027409454,1.3365875254091422,0.0038,0.010721,-0.007104,7.74,4.95,9.2,149.4,5.8,14.56,472.35
1994-11-30,-0.037206,-0.03998,-0.040742,-0.042147,-0.039505,453.69,4944594210.0,8197.0,5136889650.0,8124.0,1.497308342281654,1.8397307042022737,1.283785635217854,0.0037,-0.040906000000000005,-0.044442,7.96,5.29,9.32,149.8,5.6,15.95,453.69
1994-12-30,0.01258,0.010141,-0.013423,-0.015567,0.012299,459.27,5003075170.0,8199.0,4933057200.0,8132.0,1.5161444812275573,1.8150359989597666,1.2995749147453985,0.0022477966101694916,0.007391630508474577,0.007793915254237287,4.249547619047619,2.673714285714286,6.558309523809523,207.06204047619048,5.714761904761905,19.538904761904764,1699.3019047619048
1994-12-31,0.009028021428571429,0.007314245238095238,0.009667804761904762,0.008078440476190477,0.007639921428571428,1699.3015476190474,22077577365.45238,7464.109523809524,21868505437.97619,7407.7357142857145,7.676869417969179,11.743893880267732,4.8084474878663475,0.0022477966101694916,0.007391630508474577,0.007793915254237287,7.81,5.6,9.1,150.1,5.5,13.2,459.27
1995-01-31,0.020353,0.018753,0.027865,0.026755,0.024278,470.42,5094192990.0,8180.0,4993295820.0,8138.0,1.5470025698539818,1.8656119770707806,1.3311259945255873,0.0042,0.016153,0.023665000000000002,7.78,5.71,9.08,150.5,5.6,11.96,470.42
1995-02-28,0.039647,0.037074,0.028368,0.027073,0.036074,487.39,5285258360.0,8187.0,5083838450.0,8132.0,1.6083365807409826,1.9185356576363244,1.3791450336521034,0.004,0.035647,0.024368,7.47,5.77,8.85,150.9,5.4,11.75,487.39
1995-03-31,0.027064,0.024887,0.019515,0.017762,0.027329,500.71,5432944200.0,8188.0,5270226780.0,8125.0,1.6518646019621566,1.9559758809950971,1.4168356882767816,0.0046,0.022464,0.014915000000000001,7.2,5.73,8.7,151.2,5.4,13.37,500.71
1995-04-28,0.025048,0.023597,0.026975,0.02584,0.02796,514.71,5561653370.0,8211.0,5425849990.0,8138.0,1.6932405065121046,2.00873833038494,1.4564504141210004,0.0022477966101694916,0.007391630508474577,0.007793915254237287,4.249547619047619,2.673714285714286,6.558309523809523,207.06204047619048,5.714761904761905,19.538904761904764,1699.3019047619048
1995-04-30,0.009028021428571429,0.007314245238095238,0.009667804761904762,0.008078440476190477,0.007639921428571428,1699.3015476190474,22077577365.45238,7464.109523809524,21868505437.97619,7407.7357142857145,7.676869417969179,11.743893880267732,4.8084474878663475,0.0022477966101694916,0.007391630508474577,0.007793915254237287,7.06,5.65,8.6,151.8,5.8,11.75,514.71
1995-05-31,0.033909,0.031129,0.020271,0.018815,0.036312,533.4,5737031410.0,8215.0,5548204120.0,8152.0,1.7506565988474234,2.049457465080173,1.509337041558562,0.0054,0.028509,0.014871,6.63,5.67,8.2,152.1,5.6,12.85,533.4
1995-06-30,0.031142,0.029212,0.049907,0.048386,0.021279,544.75,5925503750.0,8244.0,5729329840.0,8149.0,1.8051755466487298,2.151739738789929,1.5414542244658869,0.004699999999999999,0.026442,0.045207,6.17,5.47,7.9,152.4,5.6,11.38,544.75
1995-07-31,0.040801,0.038953,0.054701,0.053564,0.031776,562.06,6152689690.0,8264.0,5908461490.0,8184.0,1.8788285141275447,2.269442054241477,1.5904354739025148,0.0045000000000000005,0.036301,0.050200999999999996,6.28,5.42,8.04,152.6,5.7,13.49,562.06
1995-08-31,0.0093,0.006798,0.032033,0.030677,-0.00032,561.88,6211870190.0,8302.0,6144871290.0,8211.0,1.896301619308931,2.3421390915649942,1.589926534550866,0.004699999999999999,0.0046,0.027333,6.49,5.4,8.19,152.9,5.7,11.52,561.88
1995-09-29,0.036354,0.034641,0.026404,0.025026,0.040098,584.41,6449190100.0,8320.0,6200156520.0,8259.0,1.965239768377288,2.4039809321386767,1.6536794087332864,0.0022477966101694916,0.007391630508474577,0.007793915254237287,4.249547619047619,2.673714285714286,6.558309523809523,207.06204047619048,5.714761904761905,19.538904761904764,1699.3019047619048
1995-09-30,0.009028021428571429,0.007314245238095238,0.009667804761904762,0.008078440476190477,0.007639921428571428,1699.3015476190474,22077577365.45238,7464.109523809524,21868505437.97619,7407.7357142857145,7.676869417969179,11.743893880267732,4.8084474878663475,0.0022477966101694916,0.007391630508474577,0.007793915254237287,6.2,5.28,7.93,153.1,5.6,12.74,584.41
1995-10-31,-0.011339,-0.01267,-0.041472,-0.042533,-0.004979,581.5,6390582960.0,8364.0,6428088290.0,8266.0,1.942955914643658,2.3042830349210215,1.6454457389572035,0.004699999999999999,-0.016038999999999998,-0.046172000000000005,6.04,5.28,7.75,153.5,5.5,13.83,581.5
